,Producto,Precio,URL
44,Notebook Lenovo Core I7 1165g7 12gb 512gb Ssd M2 Fullhd 15.6,210.900,https://articulo.mercadolibre.com.ar/MLA-1147565476-notebook-lenovo-core-i7-1165g7-12gb-512gb-ssd-m2-fullhd-156-_JM?searchVariation=174852418970#searchVariation=174852418970&position=50&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
45,Notebook Hp 14-cf2051la Intel Core I3 4gb 256gb Ssd Win 10,104.999,https://articulo.mercadolibre.com.ar/MLA-1131661917-notebook-hp-14-cf2051la-intel-core-i3-4gb-256gb-ssd-win-10-_JM?searchVariation=174397112711#searchVariation=174397112711&position=51&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
46,"Notebook HP Pavilion x360 14-dy0011la plateada natural táctil 14"", Intel Core i5 1135G7  8GB de RAM 512GB SSD, Intel Iris Xe Graphics G7 80EUs 1920x1080px Windows 10 Home",209.999,https://www.mercadolibre.com.ar/notebook-hp-pavilion-x360-14-dy0011la-plateada-natural-tactil-14-intel-core-i5-1135g7-8gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-10-home/p/MLA19145820?pdp_filters=category:MLA1652#searchVariation=MLA19145820&position=22&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
47,Apple Macbook Pro 2012  13.3  Core I5 - 4 Gb - 500 Gb Outlet,99.999,https://articulo.mercadolibre.com.ar/MLA-1186098193-apple-macbook-pro-2012-133-core-i5-4-gb-500-gb-outlet-_JM#position=52&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
48,Notebook Asus Vivobook 14  Intel I3 Windows 11 Serie F415e,95.265,https://www.mercadolibre.com.ar/notebook-asus-vivobook-14-intel-i3-windows-11-serie-f415e/p/MLA19616476?pdp_filters=category:MLA1652#searchVariation=MLA19616476&position=23&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
49,Notebook Lenovo V14 Ryzen 3 3250u 8gb Ssd 256 Nvme Mall Web,105.999,https://articulo.mercadolibre.com.ar/MLA-1142391054-notebook-lenovo-v14-ryzen-3-3250u-8gb-ssd-256-nvme-mall-web-_JM?searchVariation=174639413172#searchVariation=174639413172&position=53&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
50,"Notebook HP 15-dy1079ms plateada natural táctil 15.6"", Intel Core i7 1065G7  12GB de RAM 256GB SSD, Intel Iris Plus Graphics G7 60 Hz 1920x1080px Windows 10 Home",250.270,https://www.mercadolibre.com.ar/notebook-hp-15-dy1079ms-plateada-natural-tactil-156-intel-core-i7-1065g7-12gb-de-ram-256gb-ssd-intel-iris-plus-graphics-g7-60-hz-1920x1080px-windows-10-home/p/MLA18733006?pdp_filters=category:MLA1652#searchVariation=MLA18733006&position=24&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
51,"Notebook Acer Aspire 5 A514-54 dorada 14"", Intel Core i5 1135G7  8GB de RAM 256GB SSD, Intel Iris Xe Graphics G7 80EUs 60 Hz 1920x1080px Windows 10 Home",139.999,https://www.mercadolibre.com.ar/notebook-acer-aspire-5-a514-54-dorada-14-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-60-hz-1920x1080px-windows-10-home/p/MLA18584529?pdp_filters=category:MLA1652#searchVariation=MLA18584529&position=25&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
52,Notebook Lenovo Intel I5 8gb De Ram 512 Ssd 14 Fhd Win11,191.599,https://articulo.mercadolibre.com.ar/MLA-1144809548-notebook-lenovo-intel-i5-8gb-de-ram-512-ssd-14-fhd-win11-_JM?searchVariation=174730693239#searchVariation=174730693239&position=54&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
53,Notebook Hp Dual Core 14-dq0055 64gb 4gb Win11 Azul Nuevo,63.999,https://articulo.mercadolibre.com.ar/MLA-1154884650-notebook-hp-dual-core-14-dq0055-64gb-4gb-win11-azul-nuevo-_JM?searchVariation=175068246046#searchVariation=175068246046&position=55&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
54,Notebook Lenovo Intel I3 1115g4 8gb Ssd 256 Touchscreen 15,129.899,https://articulo.mercadolibre.com.ar/MLA-1169123324-notebook-lenovo-intel-i3-1115g4-8gb-ssd-256-touchscreen-15-_JM?searchVariation=175254752922#searchVariation=175254752922&position=56&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
55,"Notebook Asus ZenBook Q408UG light gray 14"", AMD Ryzen 5 5500U  8GB de RAM 256GB SSD, NVIDIA GeForce MX450 1920x1080px Windows 10 Home",181.890,https://www.mercadolibre.com.ar/notebook-asus-zenbook-q408ug-light-gray-14-amd-ryzen-5-5500u-8gb-de-ram-256gb-ssd-nvidia-geforce-mx450-1920x1080px-windows-10-home/p/MLA18710790?pdp_filters=category:MLA1652#searchVariation=MLA18710790&position=26&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
